source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Storage Boxes,,,,B0DTJKHRQM,B0DTJKHRQM,ZYN Metal Can | Metal Zyn Container | Pouch Holder | Small Storage Tin | Smell Proof Container,"['Home & Kitchen', 'home-garden']",US,14.97,4.19,1.2,3.92,0.15,521.0,245.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DTJKHRQM; parent B0DTJKHRQM; brand TYNZZ,https://www.amazon.com/dp/B0DTJKHRQM,56.8,Watch or collect more data,3.41,0.2281,1778.95,87.3,36.8,2.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DTJKHRQM,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.8,56.8,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Bathroom Trays,,,,B0FFB1TJT3,B0FF9ZQ9X2,"Orimade Shower Caddy 3-Pack, No-Drill Adhesive Shelves with 4 Hooks for Bathroom, Rustproof ABS Plastic Storage Organizer Set, Black","['Home & Kitchen', 'home-garden']",US,20.89,5.85,1.67,6.14,0.15,1306.0,252.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FFB1TJT3; parent B0FF9ZQ9X2; brand Orimade,https://www.amazon.com/dp/B0FFB1TJT3,56.8,Watch or collect more data,4.1,0.1961,5350.03,87.3,36.8,12.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FFB1TJT3,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.8,56.8,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
consumable_replacement,,,,B0GSQS8W26,B0CDGGT2M4,"Vittanly 4x6 Picture Frames Set of 9, Display 3.5x5 Pictures with Mat or 4x6 without Mat, Photo Frames for Wall or Tabletop with Plexiglass, Engineered Wood, Rustic Blue","['Home & Kitchen', 'home-garden']",US,22.99,6.44,1.84,4.14,0.15,4984.0,0.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0GSQS8W26; parent B0CDGGT2M4; brand Vittanly,https://www.amazon.com/dp/B0GSQS8W26,56.5,Watch or collect more data,7.12,0.3098,35493.56,87.3,64.3,32.2,22.0,78.0,gross margin below 35%; unit profit below $8,,,asin:B0GSQS8W26,2026-05-23 18:59:50,2026-05-23 20:21:21,2,56.5,56.5,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_202121,watchlist,
newer_low_review,,,,B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,5.4,0.15,1800.0,28.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0FMZSRP6R; parent B0GW1C9QHK; brand Novsix,https://www.amazon.com/dp/B0FMZSRP6R,56.5,Watch or collect more data,9.29,0.3098,16724.7,87.3,59.3,36.6,22.0,78.0,gross margin below 35%,,,asin:B0FMZSRP6R,2026-05-23 18:59:50,2026-05-23 20:27:59,6,56.5,56.5,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_202759,watchlist,
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0CQRM2KRF,,EaseYourDay Cotton String Mop with 2 Washable Heads & Stainless Steel Pole,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,16.99,4.76,1.36,6.77,0.15,1150.0,48.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQRM2KRF; brand EaseYourDay,https://www.amazon.com/dp/B0CQRM2KRF,56.5,Watch or collect more data,1.55,0.0913,1784.22,87.3,63.3,2.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0CQRM2KRF,2026-09-01 21:42:46,2026-09-01 21:42:46,1,56.5,56.5,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
higher_ticket_lightweight,,,,B0G5Z9KN9L,B0GSXVWGPC,"Smiry Pet Couch Covers for Dogs Washable, Non-Slip Fuzzy Couch Covers for 3 Cushion Sofa Pet Friendly, Soft Thick Furniture Protector Sofa Slipcover Mat for Dogs (Khaki, 27.6' x 82.7')","['Home & Kitchen', 'home-garden']",US,59.84,16.76,4.79,10.77,0.15,1500.0,210.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0G5Z9KN9L; parent B0GSXVWGPC; brand Smiry,https://www.amazon.com/dp/B0G5Z9KN9L,56.2,Watch or collect more data,18.54,0.3099,27816.0,87.3,36.8,55.1,22.0,78.0,gross margin below 35%,,,asin:B0G5Z9KN9L,2026-05-23 18:59:50,2026-05-23 18:59:50,1,56.2,56.2,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_185950,watchlist,
category:Lidded Storage Bins,,,,B0B5MWG2XD,B0GXK1K4XT,"GAMENOTE 6 Quart Stackable Plastic Storage Bins with Lids, 6 Pack, Colorful","['Home & Kitchen', 'home-garden']",US,32.99,9.24,2.64,9.84,0.15,1342.0,392.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B5MWG2XD; parent B0GXK1K4XT; brand GAMENOTE,https://www.amazon.com/dp/B0B5MWG2XD,56.1,Watch or collect more data,6.32,0.1916,8483.45,87.3,36.8,22.6,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0B5MWG2XD,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Lidded Storage Bins,,,,B0C58RGN9D,B0D45XV1RL,"ZICOTO Decorative Photo Storage Boxes with Lids - Set of 2 Linen Organizers | Beautiful Boxes Safely Store Your Pictures, Documents, Scrapbooking Supplies, Keepsakes and Other Memories in Style","['Home & Kitchen', 'home-garden']",US,23.51,6.58,1.88,6.75,0.15,1018.0,397.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C58RGN9D; parent B0D45XV1RL; brand ZICOTO,https://www.amazon.com/dp/B0C58RGN9D,56.1,Watch or collect more data,4.77,0.203,4859.42,87.3,36.8,11.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0C58RGN9D,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Open Storage Bins,,,,B0GQH3939G,B0F1MH4LBB,"StorageWorks Black Storage Bins, Leather Storage Baskets, 4-Pack","['Home & Kitchen', 'home-garden']",US,21.99,6.16,1.76,7.82,0.15,1230.0,369.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GQH3939G; parent B0F1MH4LBB; brand StorageWorks,https://www.amazon.com/dp/B0GQH3939G,56.1,Watch or collect more data,2.95,0.1342,3630.34,87.3,36.8,7.5,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GQH3939G,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Open Storage Bins,,,,B0DPD9VXGQ,B0GQ2XVD5C,"ORGIDOL 10 Pack Colorful Plastic Storage Bins, Storage Container for Organizing, Colored Storage Boxes with Handle for Shelves, Cute Organizer Bins for Craft, Snacks, Cabinet, 9.69x6.7x5.7 inch","['Home & Kitchen', 'home-garden']",US,25.99,7.28,2.08,10.13,0.15,912.0,203.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPD9VXGQ; parent B0GQ2XVD5C; brand ORGIDOL,https://www.amazon.com/dp/B0DPD9VXGQ,56.1,Watch or collect more data,2.6,0.1001,2372.57,87.3,36.8,3.9,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DPD9VXGQ,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Shelf Baskets,,,,B0DRJCWHR9,B0DRJD87ZS,"XUANGUO Small Woven Storage Baskets for Shelves, 12” x 8” x 5”, Pink","['Home & Kitchen', 'home-garden']",US,20.87,5.84,1.67,8.5,0.15,2085.0,342.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DRJCWHR9; parent B0DRJD87ZS; brand XUANGUO,https://www.amazon.com/dp/B0DRJCWHR9,56.1,Watch or collect more data,1.73,0.0829,3606.01,87.3,36.8,7.4,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DRJCWHR9,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0DP2QFPF2,B0FXN8T3HL,Decorative Photo Storage Box - Sturdy Linen Organizer Holds 1700 Photos | Organizer with Dividers Stores Up to 1700 4x6 Pictures - Portable Scrapbook Storage Containers with Lid,"['Home & Kitchen', 'home-garden']",US,24.99,7.0,2.0,6.73,0.15,1295.0,388.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DP2QFPF2; parent B0FXN8T3HL; brand ZICOTO,https://www.amazon.com/dp/B0DP2QFPF2,56.1,Watch or collect more data,5.51,0.2205,7137.39,87.3,36.8,18.6,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DP2QFPF2,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0FHB6P33X,B0FPVWFM5Y,"Decorative Photo Storage Box, Linen Photo Box Holds 1700 4x6 Pictures Beige","['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,6.73,0.15,1001.0,220.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FHB6P33X; parent B0FPVWFM5Y; brand Jolensoy,https://www.amazon.com/dp/B0FHB6P33X,56.1,Watch or collect more data,5.02,0.2093,5026.52,87.3,36.8,11.5,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FHB6P33X,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0GXPD4DN6,B0DFPNYX5Q,"linen closet organizers and storage, Large Storage Baskets, washable, clothes organizer with handle, sweater organizer for closet (Beige, 15¾'x11¾ x9¾)","['Home & Kitchen', 'home-garden']",US,27.9,7.81,2.23,7.84,0.15,743.0,304.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GXPD4DN6; parent B0DFPNYX5Q; brand tulinstiraga,https://www.amazon.com/dp/B0GXPD4DN6,56.1,Watch or collect more data,5.83,0.2091,4335.4,87.3,36.8,11.2,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GXPD4DN6,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Bathroom Shelves,,,,B0FWHWP66X,B0G8H7DG93,Floating Bathroom Shelves Wall Mounted - Wooden Shelf Set of 3 for Over Toilet Storage & Modern Bathroom Decor - Perfect Wall Shelving Organizer for Apartments RVs Powder Rooms Restroom - Black,"['Tools & Home Improvement', 'hi']",US,18.99,5.32,1.52,7.77,0.15,716.0,250.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FWHWP66X; parent B0G8H7DG93; brand Gailia,https://www.amazon.com/dp/B0FWHWP66X,56.1,Watch or collect more data,1.53,0.0806,1096.55,87.3,36.8,0.3,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FWHWP66X,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.1,56.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0CQLP1HQ6,B0DDKF4223,INFINITKIN Smell Proof Box Large Airtight Storage Box with Lock,"['Home & Kitchen', 'home-garden']",US,39.99,11.2,3.2,7.22,0.15,670.0,342.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQLP1HQ6; parent B0DDKF4223; brand INFINITKIN,https://www.amazon.com/dp/B0CQLP1HQ6,53.5,Watch or collect more data,12.37,0.3094,8288.91,87.3,36.8,42.7,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0CQLP1HQ6,2026-08-31 08:10:41,2026-08-31 08:13:08,3,56.1,53.5,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_logic_audit,watchlist,
category:Ice Bucket Kits,21560397011,Ice Bucket Kits,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Bucket Kits,B0FY2VBL5K,,"Havawish Clear Ice Bucket for Freezer Scoop Set Freezer Ice Bin Storage | Clear Plastic Storage for Freezer with Pull Handle, Ice Scoop Included, Keeps Cubes Organized, Easy Access Design",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Bucket Kits,US,22.32,6.25,1.79,7.2,0.15,1159.0,78.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FY2VBL5K; brand Havawish,https://www.amazon.com/dp/B0FY2VBL5K,56.0,Watch or collect more data,3.73,0.1672,4325.39,87.3,58.3,9.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FY2VBL5K,2026-09-01 21:42:46,2026-09-01 21:42:46,1,56.0,56.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B0DMTRYT9T,,"3Pcs French Fry Cutter, Ruooson Professional Potato Cutter Slicer with 1/2 In & 3/8 In & 1/4 In Stainless Steel Blades, Great for Whole Potatoes Carrots Cucumbers.",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,59.99,16.8,4.8,8.41,0.15,1073.0,496.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DMTRYT9T; brand Ruooson,https://www.amazon.com/dp/B0DMTRYT9T,56.0,Watch or collect more data,20.98,0.3497,22513.15,87.3,30.3,65.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DMTRYT9T,2026-09-01 21:42:46,2026-09-01 21:42:46,1,56.0,56.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0GJDZCCDL,,SOBONNE Heavy-Duty Outdoor Broom with Stiff Bristles,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,24.99,7.0,2.0,6.78,0.15,633.0,92.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GJDZCCDL; brand SOBONNE,https://www.amazon.com/dp/B0GJDZCCDL,55.7,Watch or collect more data,5.46,0.2185,3457.13,87.3,58.3,7.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GJDZCCDL,2026-09-01 21:50:14,2026-09-01 21:50:14,1,55.7,55.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0C2CQVKCF,,"BARsics Large 6-Gallon Galvanized Tin Beverage Tub, 20 x14x10 inches (Pack of 2)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,59.0,16.52,4.72,18.77,0.15,990.0,193.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C2CQVKCF; brand BARsics,https://www.amazon.com/dp/B0C2CQVKCF,55.6,Watch or collect more data,10.14,0.1719,10038.6,87.3,46.8,30.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0C2CQVKCF,2026-09-01 21:50:14,2026-09-01 21:50:14,1,55.6,55.6,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
higher_ticket_lightweight,,,,B0F7QSXLCH,B0GXWMXJN8,"TARKARI 150 Gallon Lockable Resin Deck Box, Waterproof & UV-Resistant Outdoor Storage Box for Outdoor Cushion Storage, Garden Tools & Pool Accessories Storage, Gray","['Patio, Lawn & Garden', 'lawn-garden']",US,99.99,28.0,8.0,18.0,0.15,1490.0,944.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0F7QSXLCH; parent B0GXWMXJN8; brand TARKARI,https://www.amazon.com/dp/B0F7QSXLCH,55.2,Watch or collect more data,30.99,0.3099,46177.33,87.3,18.3,68.0,22.0,78.0,gross margin below 35%; high review wall,,,asin:B0F7QSXLCH,2026-05-23 18:59:50,2026-05-23 18:59:50,1,55.2,55.2,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_185950,watchlist,
higher_ticket_lightweight,,,,B0BGTNFCN3,B0D2HLLP9N,"Beckham Hotel Collection Shredded Memory Foam Pillow 2-Pack Queen | Adjustable Fill Cooling Bed Pillows for Side, Back & Stomach Sleepers","['Home & Kitchen', 'home-garden']",US,77.99,21.84,6.24,10.71,0.15,1499.0,877.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,,,,,,,Imported from Sorftime; ASIN B0BGTNFCN3; parent B0D2HLLP9N; brand Beckham Hotel Collection,https://www.amazon.com/dp/B0BGTNFCN3,55.1,Watch or collect more data,27.5,0.3526,41224.75,87.3,14.3,73.7,31.0,69.0,high review wall; oversize risk,,,asin:B0BGTNFCN3,2026-05-23 18:59:50,2026-05-23 20:21:21,2,55.1,55.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_202121,watchlist,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0DZH5587Q,,2 Pack 4 Gallon Galvanized Tub Ice Buckets for Parties Portable Beverage Tub with Handles Champagne Bucket Metal Ice Buckets for Cocktail Bar with Ice Scoop,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,29.99,8.4,2.4,9.65,0.15,1228.0,131.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZH5587Q; brand JJXUANER,https://www.amazon.com/dp/B0DZH5587Q,55.0,Watch or collect more data,5.04,0.1681,6190.96,87.3,52.8,14.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DZH5587Q,2026-09-01 21:42:46,2026-09-01 21:42:46,1,55.0,55.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0G81BFG8B,,OBTANIM Clear Acrylic Ice Buckets Large Champagne Drink Cooler Storage Ice Tub with Scoops for Beer Cocktails Wine Beverage Home Parties Bar Cooling Supplies,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,19.99,5.6,1.6,9.56,0.15,1072.0,92.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G81BFG8B; brand OBTANIM,https://www.amazon.com/dp/B0G81BFG8B,55.0,Watch or collect more data,0.23,0.0116,248.17,87.3,60.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0G81BFG8B,2026-09-01 21:50:14,2026-09-01 21:50:14,1,55.0,55.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
category:Mops & Bucket Sets,23537016011,Mops & Bucket Sets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,B0D1DQ43RM,,"Libman Tornado Spin Mop System with Bucket & Wringer, 3 Refill Heads | Microfiber spin mop with bucket & wringer; for hardwood, laminate, tile floor cleaning.",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,US,61.99,17.36,4.96,19.58,0.15,2982.0,236.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1DQ43RM; brand LIBMAN COMMERCIAL,https://www.amazon.com/dp/B0D1DQ43RM,54.3,Watch or collect more data,10.79,0.1741,32180.25,87.3,42.8,31.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0D1DQ43RM,2026-09-01 21:42:46,2026-09-01 21:42:46,1,54.3,54.3,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Bowls,3400711,Bowls,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,B07YHGXBXG,,"Fire-Maple Antarcti Camping Cook Pot Stainless Steel Camping Bowls, 1L",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,US,34.95,9.79,2.8,5.87,0.15,399.0,104.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07YHGXBXG; brand Fire-Maple,https://www.amazon.com/dp/B07YHGXBXG,54.3,Watch or collect more data,11.25,0.3218,4487.75,70.5,50.8,32.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B07YHGXBXG,2026-09-01 21:42:46,2026-09-01 21:42:46,1,54.3,54.3,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Flatware,3400741,Flatware,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Flatware,B0FXXFBWN9,,"36 Piece Silverware Set for 12, Stainless Steel Forks Spoons and Knives Set",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Flatware,US,29.99,8.4,2.4,8.71,0.15,528.0,75.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FXXFBWN9; brand Wellfey,https://www.amazon.com/dp/B0FXXFBWN9,54.3,Watch or collect more data,5.98,0.1994,3158.23,87.3,54.3,8.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FXXFBWN9,2026-09-01 21:42:46,2026-09-01 21:42:46,1,54.3,54.3,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
