source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Open Storage Bins,B0BVPWQBYF,B0C7D2MG1X,"Hoolerry 24 Pack Classroom Storage Bins, 11.5 x 7.5 x 5 Inch, Colorful | Plastic Cubby Organizer Bins with Labels, Classroom Stackable Storage Bins, Shelves Book Toy Organization, Cubby Bins Bulk","['Home & Kitchen', 'home-garden']",US,61.99,17.36,4.96,16.62,0.15,891.0,118.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BVPWQBYF; parent B0C7D2MG1X; brand Hoolerry,https://www.amazon.com/dp/B0BVPWQBYF,35.0,Reject,13.75,0.2218,12252.59,87.3,46.8,37.5,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0D2QYNRLD,B0F48H5ZVY,"RattanView 6 Pcs 11in Cube Storage Bins Crayon Classroom Cubbies Fabric | Colorful Organizers for Daycare, Stackable Collapsible Design, Treasure Prize Boxes for Students, School Supply Storage","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,8.11,0.15,867.0,114.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D2QYNRLD; parent B0F48H5ZVY; brand RattanView,https://www.amazon.com/dp/B0D2QYNRLD,35.0,Reject,6.58,0.2195,5706.16,87.3,46.8,16.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0D3VNFKH5,B0D3VHD9X5,CPAKOWLGOO Dog Toy Basket Collapsible Dog Toy Box Foldable Dog Toy Bin for Pet Toys Accessories,"['Home & Kitchen', 'home-garden']",US,14.99,4.2,1.2,5.36,0.15,836.0,425.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3VNFKH5; parent B0D3VHD9X5; brand CPAKOWLGOO,https://www.amazon.com/dp/B0D3VNFKH5,35.0,Reject,1.98,0.1322,1656.53,87.3,24.3,1.9,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0DKBYD2W2,B0DKJDKTY3,"ECDYQXVU 13x13x13 Inch Storage Cube Bins Foldable Organizer Baskets 6 Pack | Soft Cotton Handles, Premium EVA Fabric, Hard Cardboard Bottom, Sturdy Metal Rim, Closet Shelf, Living Room, Bedroom, Laundry","['Home & Kitchen', 'home-garden']",US,38.99,10.92,3.12,10.22,0.15,824.0,379.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DKBYD2W2; parent B0DKJDKTY3; brand ECDYQXVU,https://www.amazon.com/dp/B0DKBYD2W2,35.0,Reject,8.88,0.2278,7318.36,87.3,36.8,25.8,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0GWCKKT5X,B0H63DMW79,"6 Pack Large Closet Storage Baskets Bins for Shelves, Collapsible Fabric Closet Organizers and Storage with Polyester Handles, Decorative Baskets for Organizing Clothes, Towels, Linen Closet 14“x10“","['Home & Kitchen', 'home-garden']",US,26.99,7.56,2.16,8.12,0.15,792.0,65.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GWCKKT5X; parent B0H63DMW79; brand DIMJ,https://www.amazon.com/dp/B0GWCKKT5X,35.0,Reject,5.1,0.189,4040.39,87.3,54.3,8.9,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0FV7LYNC2,B0G4HP1VGD,"CHICVITA 4 Pack Fabric Storage Bins for Shelves, 20L Black & White","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,8.17,0.15,773.0,132.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FV7LYNC2; parent B0G4HP1VGD; brand CHICVITA,https://www.amazon.com/dp/B0FV7LYNC2,35.0,Reject,6.52,0.2175,5041.12,87.3,50.8,14.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B09XH7YKYV,B0BKG7YGK3,"Thankspaw Dog Toy Basket, Storage Bin, Collapsible Box for Pet Accessories | Fabric Container With Handle, Trapezoid Holder for Small Medium dogs, Organizer for Living Room, Gray","['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,5.88,0.15,771.0,1980.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09XH7YKYV; parent B0BKG7YGK3; brand Thankspaw,https://www.amazon.com/dp/B09XH7YKYV,35.0,Reject,2.44,0.1437,1882.4,87.3,14.3,2.5,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0FFMYP674,B0GHYJ6889,Dandat 36 Pcs Book Bins for Classroom Plastic Cubby Bins Vintage Color,"['Home & Kitchen', 'home-garden']",US,69.99,19.6,5.6,17.47,0.15,756.0,104.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FFMYP674; parent B0GHYJ6889; brand Dandat,https://www.amazon.com/dp/B0FFMYP674,35.0,Reject,16.82,0.2403,12717.05,87.3,46.8,43.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0H3ZD8FR6,B0C9JM6C67,"Bagnizer Storage Bins Large Fabric Storage Baskets for Shelves 3 Pack, Decorative Linen Closet Baskets with Handles for Organizing, Shelf, Clothes, Home, Office, 15x11x9.5Inches (White)","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,3.6,0.15,3706.0,1833.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H3ZD8FR6; parent B0C9JM6C67; brand Bagnizer,https://www.amazon.com/dp/B0H3ZD8FR6,35.0,Reject,6.19,0.3097,22945.7,87.3,14.3,30.3,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0CQVL6M9S,B0D9LSRFJJ,"WYT 12-Pack Plastic Small Shelf Storage Weave Baskets for Organizing, White","['Home & Kitchen', 'home-garden']",US,32.99,9.24,2.64,10.04,0.15,3677.0,1872.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQVL6M9S; parent B0D9LSRFJJ; brand WYT,https://www.amazon.com/dp/B0CQVL6M9S,35.0,Reject,6.12,0.1856,22508.76,87.3,14.3,22.2,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0GJDW2CDL,B0H7XQDXNT,"Yilobi 5 Pack Small Woven Storage Baskets for Shelves, Gift Baskets Empty","['Home & Kitchen', 'home-garden']",US,28.99,8.12,2.32,7.99,0.15,3580.0,330.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GJDW2CDL; parent B0H7XQDXNT; brand Yilobi,https://www.amazon.com/dp/B0GJDW2CDL,35.0,Reject,6.21,0.2143,22237.17,87.3,42.8,22.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0C3PLGMCQ,B00XAX08OW,"BINO | Woven Plastic Basket | Small (Natural), 5-Pack | THE JUTE COLLECTION | Home Organization, Space - Saving Storage, Stylish Design | Jute Basket | Plastic Storage Basket","['Home & Kitchen', 'home-garden']",US,20.99,5.88,1.68,7.44,0.15,3043.0,1958.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C3PLGMCQ; parent B00XAX08OW; brand BINO,https://www.amazon.com/dp/B0C3PLGMCQ,35.0,Reject,2.84,0.1354,8646.68,87.3,14.3,20.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DK4JZN9P,B0GY89H2YZ,"WRRLORS 6 Pack Plastic Storage Baskets with Lid,White Stackable Bins | Durable Woven Plastic With handle Breathable,Save space,For Organizing Desktops, Closets, Playrooms, Classrooms, Offices","['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,9.08,0.15,2971.0,688.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DK4JZN9P; parent B0GY89H2YZ; brand Wrrlors,https://www.amazon.com/dp/B0DK4JZN9P,35.0,Reject,2.67,0.1114,7937.03,87.3,24.3,19.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DJ4JW4KS,B0CZKHD37T,OIAHOMY 4 Pack Storage Baskets for Organizing 15L Cube Storage Bins Black,"['Home & Kitchen', 'home-garden']",US,36.99,10.36,2.96,9.75,0.15,2523.0,856.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DJ4JW4KS; parent B0CZKHD37T; brand OIAHOMY,https://www.amazon.com/dp/B0DJ4JW4KS,35.0,Reject,8.37,0.2263,21121.29,87.3,18.3,26.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B09KV63ZTG,B09P1DR64K,"Hipiwe Wicker Shelf Baskets Bin with Lid Large Handwoven Basket Box, Coffee | Natural Seagrass Storage Baskets, Rectangular Household Basket Boxes for Shelf Wardrobe Home Organizer","['Home & Kitchen', 'home-garden']",US,28.99,8.12,2.32,9.37,0.15,2426.0,2229.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09KV63ZTG; parent B09P1DR64K; brand Hipiwe,https://www.amazon.com/dp/B09KV63ZTG,35.0,Reject,4.83,0.1667,11721.22,87.3,14.3,20.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DD7KVD8X,B0FQP37S2N,"SETVSON Storage Basket with Lid Rattan Woven Storage Baskets with 2 Separate Lids, 17.2 Gallon (65 L), 22 x 13 x 13.8 Inches,Foldable, 2 Removable Liner Bags Handles for Bedroom, Laundry Room Natural","['Home & Kitchen', 'home-garden']",US,47.99,13.44,3.84,13.64,0.15,2134.0,607.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DD7KVD8X; parent B0FQP37S2N; brand SETVSON,https://www.amazon.com/dp/B0DD7KVD8X,35.0,Reject,9.87,0.2057,21065.78,87.3,24.3,29.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0CWPDJTNC,B0CWPKG9C7,"ICERZCZ Storage Baskets for Organizing 12.5“x9.1“x7.9“ (4 Packs) Off White | Storage Bin for Shelves, Woven Cotton Rope Basket with Handles for Bedroom Living Room Nursery Bathroom","['Home & Kitchen', 'home-garden']",US,36.99,10.36,2.96,10.7,0.15,2006.0,501.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CWPDJTNC; parent B0CWPKG9C7; brand ICERZCZ,https://www.amazon.com/dp/B0CWPDJTNC,35.0,Reject,7.42,0.2006,14887.53,87.3,28.3,24.8,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0F9PPL53Y,B0FHWJXPLF,"Homsorout Fabric Storage Bins for Organizing - 6 Pack Large Trapezoid Collapsible Storage Bins with Front Handle, Closet Organizers and Storage for Bedroom, Home Shelves, Small Spaces, Beige","['Home & Kitchen', 'home-garden']",US,22.94,6.42,1.84,8.35,0.15,1580.0,197.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F9PPL53Y; parent B0FHWJXPLF; brand Homsorout,https://www.amazon.com/dp/B0F9PPL53Y,35.0,Reject,2.89,0.1259,4564.62,87.3,46.8,10.2,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B09SWLFKVD,B09SWK4XQ4,"Eslite Plastic Storage Baskets for Organizing,11“X8.5“X4.7“,Pack of 4 (Black)","['Home & Kitchen', 'home-garden']",US,28.99,8.12,2.32,8.6,0.15,1553.0,883.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09SWLFKVD; parent B09SWK4XQ4; brand Eslite,https://www.amazon.com/dp/B09SWLFKVD,35.0,Reject,5.6,0.1932,8699.13,87.3,14.3,21.2,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0CN3FB34G,B0CQXBP6PT,"CHICVITA 30L Large Fabric Closet Bins for Shelves, 2Pack, Beige","['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,6.75,0.15,1448.0,651.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CN3FB34G; parent B0CQXBP6PT; brand CHICVITA,https://www.amazon.com/dp/B0CN3FB34G,35.0,Reject,1.57,0.0925,2275.53,87.3,24.3,3.6,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0D3LVYZBH,B0D3LXLR7X,Beautiful Storage Basket Set of 5 - Sturdy Cotton Rope Baskets for Shelves,"['Home & Kitchen', 'home-garden']",US,21.99,6.16,1.76,7.93,0.15,1448.0,670.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3LVYZBH; parent B0D3LXLR7X; brand ZICOTO,https://www.amazon.com/dp/B0D3LVYZBH,35.0,Reject,2.84,0.1292,4114.49,87.3,24.3,8.9,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0D53HMSX1,B0DNSDRWCR,"Wicker Storage Basket, Set of 2 Hand-Woven Paper Rope Wicker Basket, Small Storage Baskets for Organizing Toilet Paper Basket, Foldable Large Cube Storage Organizer Bins for Shelves (Blue)","['Home & Kitchen', 'home-garden']",US,38.99,10.92,3.12,12.82,0.15,1422.0,980.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D53HMSX1; parent B0DNSDRWCR; brand Vagusicc,https://www.amazon.com/dp/B0D53HMSX1,35.0,Reject,6.28,0.1611,8932.29,87.3,14.3,22.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0F5W91H7T,B0GCBP59B6,3 Pack Large Capacity Storage Bins Closet Organizer for Shelves,"['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,8.0,0.15,1372.0,478.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F5W91H7T; parent B0GCBP59B6; brand WGGWE,https://www.amazon.com/dp/B0F5W91H7T,35.0,Reject,3.75,0.1564,5147.06,87.3,24.3,11.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0FP5B3PWX,B0FP52TSWS,"5 Pack Woven Storage Baskets, Decorative Storage Bins for Organizing","['Home & Kitchen', 'home-garden']",US,33.99,9.52,2.72,9.13,0.15,1334.0,455.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FP5B3PWX; parent B0FP52TSWS; brand Yilobi,https://www.amazon.com/dp/B0FP5B3PWX,35.0,Reject,7.52,0.2213,10033.68,87.3,28.3,25.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0FPC9HSG9,B0FPDYN47N,"Fabric Closet Storage Cubes - 6 Pack Square Storage Bins with Dual Handles for Clothes, Towels, Toys, Cube Storage Organizers for Bedroom, Nursery, Shelves, Closet, Small Spaces, Beige","['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,8.11,0.15,1301.0,183.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FPC9HSG9; parent B0FPDYN47N; brand Homsorout,https://www.amazon.com/dp/B0FPC9HSG9,35.0,Reject,3.64,0.1518,4737.59,87.3,50.8,10.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B09JRKM19R,B09JS6ZM1S,"Vagusicc Wicker Basket, Set of 2 Hand-Woven Paper Rope Storage Baskets for Organizing, Foldable Cubby Storage Bins, 11 Inch Large Wicker Storage Basket, Square Baskets Cube Storage Organizer, Brown","['Home & Kitchen', 'home-garden']",US,36.99,10.36,2.96,12.78,0.15,1292.0,1552.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09JRKM19R; parent B09JS6ZM1S; brand Vagusicc,https://www.amazon.com/dp/B09JRKM19R,35.0,Reject,5.34,0.1444,6901.22,87.3,14.3,17.5,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DJNLYLZT,B0DRCPCGXV,Criusia Closet Organizers Bins 4 Pack - Large Collapsible Shelf Organizer with Handles - Fabric Trapezoid Home Organization and Storage Baskets for Organizing Clothes Toy Blanket Towel Purse Hats,"['Home & Kitchen', 'home-garden']",US,18.97,5.31,1.52,6.59,0.15,1200.0,701.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DJNLYLZT; parent B0DRCPCGXV; brand Criusia,https://www.amazon.com/dp/B0DJNLYLZT,35.0,Reject,2.7,0.1426,3245.4,87.3,24.3,6.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0GBWM3YLM,B0GZVYRWXX,"4 Pack Storage Baskets for Organizing, 12’’Lx9’’Wx8’’H Woven Baskets for Storage Toys, Towels, Books, and Clothes, Cotton Rope Basket for Shelves with Handle","['Home & Kitchen', 'home-garden']",US,25.49,7.14,2.04,8.48,0.15,1151.0,114.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GBWM3YLM; parent B0GZVYRWXX; brand KIUGCO,https://www.amazon.com/dp/B0GBWM3YLM,35.0,Reject,4.01,0.1572,4611.48,87.3,46.8,10.3,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0GGX2DTGC,B0GV8C463F,"Goodpick 4 Pack Storage Baskets for Organizing Shelves, Light Brown & White","['Home & Kitchen', 'home-garden']",US,25.19,7.05,2.02,8.59,0.15,1109.0,118.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GGX2DTGC; parent B0GV8C463F; brand Goodpick,https://www.amazon.com/dp/B0GGX2DTGC,35.0,Reject,3.75,0.1489,4160.41,87.3,46.8,9.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0D31SM7FS,B0D31SM7FS,Beautiful Storage Basket Set of 4 - Natural Jute Rope Baskets for Shelves,"['Home & Kitchen', 'home-garden']",US,22.99,6.44,1.84,7.83,0.15,1046.0,437.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D31SM7FS; parent B0D31SM7FS; brand KIBAGA,https://www.amazon.com/dp/B0D31SM7FS,35.0,Reject,3.43,0.1493,3589.35,87.3,28.3,7.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0CL1XPSKL,B0CL26PXTB,"AFOROEOA 10PACK Black Baskets For Gifts Empty, 10 x12”Thick Kraft Gift Basket with 10 Bows 10 Bags Empty Gift Baskets for Christmas, Easter, Birthdays, Snacks, Farmers Market","['Home & Kitchen', 'home-garden']",US,34.19,9.57,2.74,9.27,0.15,1015.0,329.0,4.6,0.55,10000.0,1.0,70.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CL1XPSKL; parent B0CL26PXTB; brand AFOROEOA,https://www.amazon.com/dp/B0CL1XPSKL,35.0,Reject,7.48,0.2188,7593.72,87.3,36.8,23.8,41.0,59.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; high seasonality; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
