source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,profit_estimate_status,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Beer Glasses,B0FZLGN38Y,B0FZLGN38Y,"Official FIFA World Cup 2026 17oz Trophy Pilsner & Bottle Opener Set | Set of 2, 6-inch Magnetic Bottle Opener, Shatterproof","['Sports & Outdoors', 'sporting-goods']",US,49.99,14.0,4.0,6.38,0.15,261.0,96.0,3.7,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FZLGN38Y; parent B0FZLGN38Y; brand Wagon International,https://www.amazon.com/dp/B0FZLGN38Y,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,18.11,0.3623,4727.1,47.5,60.3,51.8,22.0,78.0,excluded title term: official fifa; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: official fifa,,,,,,,,,,,,
category:Beer Glasses,B0FGLM2Q98,B0FQ5XFKWK,"Greenline Goods Georgetown University Hoyas Pint Beer Glasses Set of 2, 16 oz Pint Glasses with Full-Color Logo & Campus Map – Officially Licensed Beer Glass Gift for Alumni & Fans","['Sports & Outdoors', 'sporting-goods']",US,34.99,9.8,2.8,7.21,0.15,249.0,229.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FGLM2Q98; parent B0FQ5XFKWK; brand Greenline Goods,https://www.amazon.com/dp/B0FGLM2Q98,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,9.93,0.2838,2472.94,45.5,36.8,18.6,22.0,78.0,excluded title term: officially licensed; gross margin below 35%; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: officially licensed,,,,,,,,,,,,
category:Coffee Containers,B0FKN9J6NK,B0GSF2LRMP,"BWODYAY Coffee Filter Holder, Wood Filter Storage Container for Counter, Coffee Bar Accessories for Home Decor, Black","['Kitchen & Dining', 'kitchen']",US,15.98,4.47,1.28,5.94,0.15,687.0,77.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FKN9J6NK; parent B0GSF2LRMP; brand BWODYAY,https://www.amazon.com/dp/B0FKN9J6NK,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,1.89,0.1185,1300.49,87.3,54.3,0.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Containers,B0F28VT6L4,B0F66VXYBS,"SMRCAD 6 Pack Clear Fridge Organizer Bins with Drain Trays - Stackable | BPA-Free PET, 6 Pack: 6 lidded Bins (Not drawer), Helps Keep Produce Fresh, 14L Capacity, Hand Wash Only","['Kitchen & Dining', 'kitchen']",US,24.69,6.91,1.98,8.88,0.15,3697.0,448.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0F28VT6L4; parent B0F66VXYBS; brand SMRCAD,https://www.amazon.com/dp/B0F28VT6L4,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,3.22,0.1303,11891.4,87.3,24.3,20.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pod Baskets,B0D7CGKGJT,B0GT4J2YM3,"YINMIT Coffee Station Organizer for Countertop, Wood Coffee Bar Organizer with Removable Dividers for Pods, Syrup, Cups, Stirrer, Tea - Office Coffee Bar Accessories, Iron Mesh-Vintage Brown","['Kitchen & Dining', 'kitchen']",US,20.89,5.85,1.67,7.88,0.15,569.0,216.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D7CGKGJT; parent B0GT4J2YM3; brand YINMIT,https://www.amazon.com/dp/B0D7CGKGJT,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,2.36,0.1128,1340.85,87.3,36.8,1.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pod Drawers,B0C53D1ZBC,B0BJ1YYPBY,"EVERIE Wooden Coffee Pod Storage Drawer for Nespresso VertuoLine Capsules, Large Capacity Countertop Coffee Station Organizer, Rustic Brown","['Kitchen & Dining', 'kitchen']",US,39.99,11.2,3.2,8.46,0.15,4064.0,188.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0C53D1ZBC; parent B0BJ1YYPBY; brand EVERIE,https://www.amazon.com/dp/B0C53D1ZBC,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,11.13,0.2784,45238.42,87.3,46.8,36.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pod Drawers,B0F1XLFB69,B0F1XRFJ3C,"SpaceAid Bamboo Coffee Pod Holder Drawer Storage Compatible with Nespresso Vertuo Capsules, Coffee Station Accessories Holder Organizer Tray Compatible with 40 Big or 56 Small Pods, Natural","['Kitchen & Dining', 'kitchen']",US,23.98,6.71,1.92,7.88,0.15,1164.0,373.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0F1XLFB69; parent B0F1XRFJ3C; brand SpaceAid,https://www.amazon.com/dp/B0F1XLFB69,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,3.87,0.1615,4508.17,87.3,40.8,10.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pod Drawers,B0F195963G,B0H68ZLXZ2,"Bliesosfud Coffee Station Organizer with K Cup Holder, 28 Pod Capacity,3-Tier Syrup Rack with Coffee Pod Holder Drawer, Coffee Bar organizer Countertop for Accessories,Rustic Brown","['Kitchen & Dining', 'kitchen']",US,42.74,11.97,3.42,9.82,0.15,889.0,164.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0F195963G; parent B0H68ZLXZ2; brand Bliesosfud,https://www.amazon.com/dp/B0F195963G,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,11.12,0.2602,9884.79,87.3,46.8,33.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pod Stands,B0D5VDS6VG,B0D5VDS6VG,"Coffee Bar Organizer, 60 Capacity K Cup Organizer for Countertop, 2 Tier Sliding Coffee Pod Storage Drawer with Disposable Cup & Lid Holder, Black","['Kitchen & Dining', 'kitchen']",US,32.96,9.23,2.64,9.59,0.15,1058.0,227.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D5VDS6VG; parent B0D5VDS6VG; brand IZLIF,https://www.amazon.com/dp/B0D5VDS6VG,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,6.56,0.1989,6936.25,87.3,40.8,20.1,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pod Stands,B0FYCHZRTZ,B0G8GZK1LR,"2087 Coffee Bar Organizer for Countertop, Multifunctional Coffee Station Organizer for Accessories Storage, 2 Tier Wooden Shelf for Coffeebar, Countertop, Corner","['Kitchen & Dining', 'kitchen']",US,22.99,6.44,1.84,7.21,0.15,428.0,220.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FYCHZRTZ; parent B0G8GZK1LR; brand 2087,https://www.amazon.com/dp/B0FYCHZRTZ,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,4.05,0.1762,1734.04,75.3,36.8,2.1,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Freestanding Wine Racks & Cabinets,B0C1NK6KD1,B0GZ3HVVPW,"3-Tier Wine Rack Freestanding Floor Cabinet Corner Bar Cabinet Bar Cart,12 Individual Wine Storage Bottle Compartments Corner Bar Cabinet Holder,Wood + Black Frame Liquor Cabinet","['Kitchen & Dining', 'kitchen']",US,39.99,11.2,3.2,10.47,0.15,442.0,451.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0C1NK6KD1; parent B0GZ3HVVPW; brand Bosimeca,https://www.amazon.com/dp/B0C1NK6KD1,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,9.12,0.2281,4031.7,77.6,24.3,16.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Freestanding Wine Racks & Cabinets,B0DF7JCDR6,B0FF21TNC5,"5-Tier Trapezoidal Liquor Cabinet Bar for Home, Stepped Wine Rack Freestanding Floor, Corner Syrup & Whiskey Stand, Large-Capacity Alcohol Bottle Storage Display Shelf Living Room, Patent Pending","['Kitchen & Dining', 'kitchen']",US,49.99,14.0,4.0,11.39,0.15,391.0,218.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DF7JCDR6; parent B0FF21TNC5; brand Jsskeeim,https://www.amazon.com/dp/B0DF7JCDR6,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,13.1,0.2621,5122.69,69.1,36.8,29.6,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Deck Parts,B098Q1R7D3,B0B7147VXN,Fourtry 130794 Spindles Fit for Craftsman 42 inch Deck Mower - 137641 Spindle Assembly Fit for Pou LAN HU Sears Craftsman LT1000 LT2000 LTX1000 Riding Mower with 36“ 38“ 42“ Cutting Deck,"['Patio, Lawn & Garden', 'lawn-garden']",US,23.99,6.72,1.92,7.65,0.15,748.0,753.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B098Q1R7D3; parent B0B7147VXN; brand Fourtry,https://www.amazon.com/dp/B098Q1R7D3,0.0,0.0,35.0,D,estimated_or_unverified,34.8,Reject,4.1,0.171,3067.92,87.3,24.3,5.9,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pod Stands,B0F8HLTZMX,B0DVPF2FCL,"Acrylic Coffee Bar Station, Countertop Snack Tea Organizer & Condiment Tray | Syrup, Creamer, Sugar Packets & Tea Bags","['Kitchen & Dining', 'kitchen']",US,22.9,6.41,1.83,7.21,0.15,662.0,496.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0F8HLTZMX; parent B0DVPF2FCL; brand ADDFIT HOUSE,https://www.amazon.com/dp/B0F8HLTZMX,0.0,0.0,35.0,D,estimated_or_unverified,34.8,Reject,4.01,0.1753,2657.93,87.3,24.3,4.7,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B0C4YM6BM9,B0C4YM6BM9,"ZMCYNG 594062 Recoil Starter Pull Start Assembly, 594062 Rewind Starter","['Patio, Lawn & Garden', 'lawn-garden']",US,21.4,5.99,1.71,6.64,0.15,350.0,288.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0C4YM6BM9; parent B0C4YM6BM9; brand ZMCYNG,https://www.amazon.com/dp/B0C4YM6BM9,0.0,0.0,35.0,D,estimated_or_unverified,34.7,Reject,3.85,0.1799,1347.5,62.3,40.8,1.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B0BXD55GTM,B0FKMNSBBP,WOTIAN GX160 Pull Start Assembly Compatible with Honda GX120 GX200 5.5HP 6.5HP Engine Replacement Parts 28400-Z4M-306ZB 27400-Z1T-702 Recoil Starter (Curved Steel Rod Pawls),"['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,5.34,0.15,242.0,184.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BXD55GTM; parent B0FKMNSBBP; brand WOTIAN,https://www.amazon.com/dp/B0BXD55GTM,0.0,0.0,35.0,D,estimated_or_unverified,34.7,Reject,3.96,0.2086,958.68,44.3,50.8,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Belts,B0126MX12S,B0DFLLXYQW,"Maxpower 347601 Premium Belt Reinforced with Kevlar Fiber Cords, 5/8“ x 56“","['Patio, Lawn & Garden', 'lawn-garden']",US,14.6,4.09,1.17,4.18,0.15,1749.0,1763.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0126MX12S; parent B0DFLLXYQW; brand Maxpower,https://www.amazon.com/dp/B0126MX12S,0.0,0.0,35.0,D,estimated_or_unverified,34.4,Reject,2.97,0.2034,5194.53,87.3,14.3,12.0,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Deck Parts,B09743GKPR,B0974347BX,"115-8447 Side Discharge Chute, Compatible with Toro 22“ Recycler Lawn Mower for 20377, 20378, 20330, 20331, 20333, 20330C - Fits Many 22“ Recycler Lawn Mower 2009-2015 (1)","['Patio, Lawn & Garden', 'lawn-garden']",US,13.79,3.86,1.1,7.73,0.15,853.0,547.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09743GKPR; parent B0974347BX; brand DECKMAN,https://www.amazon.com/dp/B09743GKPR,0.0,0.0,35.0,D,estimated_or_unverified,34.4,Reject,-0.97,-0.0702,-826.13,87.3,28.3,0.0,22.0,78.0,negative unit profit; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pulleys,B0B6BHFBMH,B0GWRML8SG,BOSFLAG 132-9420 Idler Pulley for Toro Timecutter SS5000 50in Riding Mowers | Replaces Toro 106-2175 Flat Idler Pulley for Toro 4220 4225 4235 5000 MX5000 MX5050 MX5060 SS4225 SS4235 Z4200 Z5000 Z5035,"['Patio, Lawn & Garden', 'lawn-garden']",US,13.98,3.91,1.12,5.31,0.15,399.0,260.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0B6BHFBMH; parent B0GWRML8SG; brand BOSFLAG,https://www.amazon.com/dp/B0B6BHFBMH,0.0,0.0,35.0,D,estimated_or_unverified,34.4,Reject,1.54,0.1104,615.66,70.5,36.8,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tabletop Wine Racks,B0BYWTXTHF,B0H9WJWNDY,"Foldable Wooden Wine Rack, 10-Bottle Expandable Countertop Wine Holder with 8 Individual Slots and Top Storage, Carbonized Pine, No Assembly Required","['Kitchen & Dining', 'kitchen']",US,15.98,4.47,1.28,6.22,0.15,496.0,563.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BYWTXTHF; parent B0H9WJWNDY; brand LoongZDD,https://www.amazon.com/dp/B0BYWTXTHF,0.0,0.0,35.0,D,estimated_or_unverified,34.3,Reject,1.61,0.1009,800.05,86.6,28.3,0.0,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Access Doors,B079G4ZWVT,B0GCVH5Q67,"Premier Flush Access Panel, 14x14, Steel, 5000 Series, Screwdriver Latch","['Patio, Lawn & Garden', 'lawn-garden']",US,46.95,13.15,3.76,13.12,0.15,236.0,331.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B079G4ZWVT; parent B0GCVH5Q67; brand Premier Access Doors,https://www.amazon.com/dp/B079G4ZWVT,0.0,0.0,35.0,D,estimated_or_unverified,34.2,Reject,9.88,0.2104,2331.09,43.3,36.8,13.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Belts,B0D4CXPC8R,B0GSJ79X7B,"954-05022A Lawn Mower 46“ Deck Belt 1/2“ x 108.3“ Replacement for Cub Cadet/Troy-Bilt/Craftsman 754-05022, XT1 and XT2 Enduro Series LT46, LT46 KH, LX46, T225, T240, LX46 KW","['Patio, Lawn & Garden', 'lawn-garden']",US,14.88,4.17,1.19,4.9,0.15,1539.0,811.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0D4CXPC8R; parent B0GSJ79X7B; brand XHHKJGS,https://www.amazon.com/dp/B0D4CXPC8R,0.0,0.0,35.0,D,estimated_or_unverified,34.1,Reject,2.39,0.1605,3675.13,87.3,18.3,7.6,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Grass Catchers,B0DLMGRCSS,B0DLMGRCSS,FENXDN 138-7502 Discharge Deflector/Deflector Shield for Toro/Ex-Mark Mower,"['Patio, Lawn & Garden', 'lawn-garden']",US,29.99,8.4,2.4,16.61,0.15,281.0,109.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0DLMGRCSS; parent B0DLMGRCSS; brand FENXDN,https://www.amazon.com/dp/B0DLMGRCSS,0.0,0.0,35.0,D,estimated_or_unverified,34.0,Reject,-1.92,-0.064,-539.1,50.8,46.8,0.0,27.0,73.0,negative unit profit; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B09BDX8QXQ,B0FLDTHXFL,"Thaekuns 732-0626 Lawn Mower Extension Spring for MTD, Troy Bilt, Cub Cadet, Craftsman, Bolens, Remington, Yardman, Yard-Machine, White, Huskee","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,3.6,0.15,223.0,381.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09BDX8QXQ; parent B0FLDTHXFL; brand Thaekuns,https://www.amazon.com/dp/B09BDX8QXQ,0.0,0.0,35.0,D,estimated_or_unverified,34.0,Reject,6.19,0.3097,1380.7,41.1,36.8,11.4,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Pulleys,B0BWMP49CJ,B0GWTLK6V5,GELASKA 2 Pack 756-05034A GY20629 Idler Pulley for John Deere 42“ 48“ D140 | Replace AUC17621 GY22082 GY20110 756-05034 for John Deere D130 D110 D160 D170 L110 L120 L130 LA105 LA115 LA145 E140 E170 Z225,"['Patio, Lawn & Garden', 'lawn-garden']",US,22.51,6.3,1.8,7.14,0.15,525.0,434.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B0BWMP49CJ; parent B0GWTLK6V5; brand GELASKA,https://www.amazon.com/dp/B0BWMP49CJ,0.0,0.0,35.0,D,estimated_or_unverified,33.7,Reject,3.89,0.173,2044.09,87.3,24.3,3.0,27.0,73.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Belts,B09Q23P7M2,B0GV4KQVSR,Rinlius Mower Deck Belt 144959 for Craftsman LT1000 LT2000 LT3000 DYT4000 42 inch Deck Husqvarna Poulan AYP 138255 532144959 532138255 Riding Lawn Mowers(1/2“ x 95“),"['Patio, Lawn & Garden', 'lawn-garden']",US,13.29,3.72,1.06,4.89,0.15,1895.0,1224.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B09Q23P7M2; parent B0GV4KQVSR; brand Rinlius,https://www.amazon.com/dp/B09Q23P7M2,0.0,0.0,35.0,D,estimated_or_unverified,33.5,Reject,1.63,0.1224,3082.22,87.3,18.3,5.9,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Blades,B0H28XW73B,B0HCNRMR9D,"GICOOL 22' Mulching Mower Blade for Toro Recycler & Troy-Bilt, Fits Toro 20016 20017 20332 20071 20330C 20065, Replaces OEM 131-4547-03, 108-9764-03, 131-4546-03, 104-8697-03, 1 Pack","['Patio, Lawn & Garden', 'lawn-garden']",US,17.99,5.04,1.44,11.45,0.15,3930.0,762.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0H28XW73B; parent B0HCNRMR9D; brand GICOOL,https://www.amazon.com/dp/B0H28XW73B,0.0,0.0,35.0,D,estimated_or_unverified,33.2,Reject,-2.64,-0.1467,-10369.3,87.3,24.3,0.0,22.0,78.0,negative unit profit; gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B0BXBZXFBY,B0CKBKZMYX,WOTIAN 497680 Recoil Starter Assembly Compatible with Briggs and Stratton 497680 498144 Pull Start Assembly Toro Lawnboy MTD Snapper Lawnmower Replace Oregon 31-068 Rotary 12368 with Cord,"['Patio, Lawn & Garden', 'lawn-garden']",US,18.49,5.18,1.48,5.34,0.15,298.0,331.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BXBZXFBY; parent B0CKBKZMYX; brand WOTIAN,https://www.amazon.com/dp/B0BXBZXFBY,0.0,0.0,35.0,D,estimated_or_unverified,33.2,Reject,3.72,0.201,1107.52,53.6,40.8,0.3,22.0,78.0,gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Outdoor Trash Cans,B0DTSZXNTB,B0FKTFL77N,"Greesum 33 Gallon Outdoor Trash Can with Lid, Waterproof, Dark Black | Resin Garbage Bin,UV-resistant for Hideaway, Patio, Deck, Light","['Home & Kitchen', 'home-garden']",US,47.69,13.35,3.82,24.25,0.15,2001.0,697.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DTSZXNTB; parent B0FKTFL77N; brand Greesum,https://www.amazon.com/dp/B0DTSZXNTB,0.0,0.0,35.0,D,estimated_or_unverified,33.1,Reject,-0.88,-0.0185,-1767.88,87.3,28.3,0.0,35.0,65.0,hard oversize/logistics risk; negative unit profit; gross margin below 35%; unit profit below $8; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Barbecue Forks,B0BQBYQH4Q,B0FDWRBFVS,"Marshmallow Roasting Sticks 12 Colors Extra Long 45’’ Stainless Telescoping Hot Dog Smores Skewers Kids Safe Barbecue Forks for Campfire, Bonfire and Grill(12 Count)","['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,6.16,0.15,1237.0,1138.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0BQBYQH4Q; parent B0FDWRBFVS; brand BRIOUT,https://www.amazon.com/dp/B0BQBYQH4Q,0.0,0.0,35.0,D,estimated_or_unverified,33.1,Reject,3.14,0.1654,3886.04,87.3,14.3,8.2,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Tune-Up Kits,B07Q7Q99VH,B07Q7Q99VH,"799727 Carburetor Compatible with Briggs & Stratton 799727 698620 794572 14HP 15HP 16HP 17HP 17.5 HP 18HP Intek Engines Lawn Tractor Mower Nikki Carb,with Air Filter kit","['Patio, Lawn & Garden', 'lawn-garden']",US,20.89,5.85,1.67,5.75,0.15,598.0,1689.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B07Q7Q99VH; parent B07Q7Q99VH; brand LEIMO KPARTS,https://www.amazon.com/dp/B07Q7Q99VH,0.0,0.0,35.0,D,estimated_or_unverified,33.1,Reject,4.49,0.2148,2682.93,87.3,18.3,4.8,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Recoil Springs,B0814KVLXS,B0814KVLXS,Kuupo 593959 591139 Recoil Starter for Troy Bilt TB110 TB200 140CC 150CC Lawn Mower Brigs Straton 450E 550EX 08P502 093J02 09P602 09P702 Engines 593959 Pull Start Assembly,"['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,5.36,0.15,684.0,888.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0814KVLXS; parent B0814KVLXS; brand Kuupo,https://www.amazon.com/dp/B0814KVLXS,0.0,0.0,35.0,D,estimated_or_unverified,33.1,Reject,3.94,0.2076,2695.99,87.3,18.3,4.8,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Covers,B098LDKPD6,B0D262RF5J,KISEER Outdoors Lawn Mower Cover Waterproof Heavy Duty 210D Polyester Oxford UV Protection Lawn Tractor Cover Fits Decks Up to 54“ with Drawstring and Storage Bag,"['Patio, Lawn & Garden', 'lawn-garden']",US,18.99,5.32,1.52,6.21,0.15,805.0,1977.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B098LDKPD6; parent B0D262RF5J; brand KISEER,https://www.amazon.com/dp/B098LDKPD6,0.0,0.0,35.0,D,estimated_or_unverified,32.9,Reject,3.09,0.1628,2488.66,87.3,18.3,4.3,22.0,78.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
